City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Harqalah,36.0303,10.509,87.66,69,0,5.75,TN,2021-07-12 22:07:07
Tadine,-21.55,167.8833,69.98,65,70,13.62,NC,2021-07-12 22:06:14
Port-Gentil,-0.7193,8.7815,75.78,83,82,16.71,GA,2021-07-12 22:07:08
Kamina,-8.7386,24.9906,58.84,39,6,2.42,CD,2021-07-12 22:07:08
Lakatoro,-16.0999,167.4164,80.62,75,31,6.71,VU,2021-07-12 22:07:08
Sistranda,63.7256,8.834,58.89,92,30,7.7,NO,2021-07-12 22:07:08
Podgorica,42.4411,19.2636,78.58,69,0,2.3,ME,2021-07-12 22:07:09
Bairiki,1.3292,172.9752,86.0,70,20,10.36,KI,2021-07-12 22:07:09
Oranjemund,-28.55,16.4333,54.75,67,46,12.84,NA,2021-07-12 22:07:09
Tazovskiy,67.4667,78.7,38.64,75,100,9.6,RU,2021-07-12 22:07:10
Port Keats,-14.25,129.55,65.64,33,34,8.93,AU,2021-07-12 22:07:10
Gladstone,-23.85,151.25,63.79,82,90,5.75,AU,2021-07-12 22:07:10
Leon,21.1167,-101.6667,77.05,56,100,7.0,MX,2021-07-12 22:04:04
Ipixuna,-1.7625,-48.8043,75.15,92,93,3.58,BR,2021-07-12 22:07:11
Tilichiki,60.4667,166.1,59.4,67,2,4.43,RU,2021-07-12 22:07:11
Chapais,49.7834,-74.8492,79.29,24,0,4.47,CA,2021-07-12 22:07:11
Ryotsu,38.0833,138.4333,73.36,88,0,4.99,JP,2021-07-12 22:07:11
Glencoe,-28.1783,30.147,59.56,24,0,13.58,ZA,2021-07-12 22:07:12
Levelland,33.5873,-102.378,85.19,36,40,10.85,US,2021-07-12 22:07:12
Labuhan,-6.8844,112.2051,75.87,86,34,9.19,ID,2021-07-12 22:07:12
Marsh Harbour,26.5412,-77.0636,83.17,73,48,17.81,BS,2021-07-12 22:05:27
Ponta Delgada,37.7333,-25.6667,68.72,77,20,11.5,PT,2021-07-12 22:04:40
Komsomolskiy,40.4272,71.7189,71.85,66,99,2.84,UZ,2021-07-12 22:07:13
Kapoeta,4.7717,33.5903,72.99,80,85,5.14,SS,2021-07-12 22:07:13
Vredendal,-31.6683,18.5012,47.5,76,53,12.44,ZA,2021-07-12 22:07:13
Dehloran,32.6941,47.2679,96.78,10,0,8.81,IR,2021-07-12 22:07:13
Oranjestad,12.524,-70.027,84.15,74,20,23.02,AW,2021-07-12 22:07:14
Noumea,-22.2763,166.4572,69.01,99,98,8.66,NC,2021-07-12 22:07:14
Sri Aman,1.2376,111.4621,73.78,100,100,1.9,MY,2021-07-12 22:07:14
Svetlyy,54.675,20.1347,73.45,91,44,5.86,RU,2021-07-12 22:07:15
Kendari,-3.945,122.4989,72.48,96,30,3.56,ID,2021-07-12 22:07:15
Belmonte,-15.8631,-38.8828,73.9,81,0,7.72,BR,2021-07-12 22:07:15
Mahdasht,35.7299,50.8111,80.82,56,0,17.22,IR,2021-07-12 22:07:15
Kintampo,8.0563,-1.7306,73.62,86,63,5.37,GH,2021-07-12 22:07:16
Novopokrovka,49.8425,36.5477,73.78,63,42,5.88,UA,2021-07-12 22:07:16
Kulhudhuffushi,6.6221,73.07,81.72,80,100,15.61,MV,2021-07-12 22:07:16
Mercedes,-34.6515,-59.4307,62.85,97,100,3.98,AR,2021-07-12 22:07:16
Tommot,58.9564,126.2925,58.06,94,100,5.5,RU,2021-07-12 22:07:17
Ghanzi,-21.5667,21.7833,54.61,33,0,7.14,BW,2021-07-12 22:07:17
Ypsonas,34.6884,32.9574,79.99,78,0,16.11,CY,2021-07-12 22:07:17
Wajima,37.4,136.9,75.06,86,0,6.49,JP,2021-07-12 22:07:17
Prado,-17.3411,-39.2208,71.29,81,0,7.63,BR,2021-07-12 22:07:18
Gat,31.61,34.7642,82.4,100,0,2.95,IL,2021-07-12 22:07:18
Wladyslawowo,54.7909,18.4009,66.76,91,26,2.66,PL,2021-07-12 22:07:18
Sabha,27.0377,14.4283,84.97,27,0,9.48,LY,2021-07-12 22:07:19
Raudeberg,61.9875,5.1352,61.47,90,99,7.45,NO,2021-07-12 22:07:19
Mangai,-4.05,19.5333,69.06,29,90,1.3,CD,2021-07-12 22:07:19
Calderitas,18.55,-88.25,89.71,58,40,11.5,MX,2021-07-12 22:07:19
